类型,key,English,English,English,简体中文,例子,简体中文,例子,简体中文,例子,来源,备注,释义
方块,,Nether Wart,,,下界疣,,,,,,标准译名列表,,
方块,,Nether Wart Block,,,下界疣块,,,,,,标准译名列表,,
方块,,Nether Wood Fence,,,下界木质栅栏,,,,,,标准译名列表,,
方块,,Nether Wood Slab,,,下界木质台阶,,,,,,标准译名列表,,
方块,,Netherrack,,,下界岩,,,,,,标准译名列表,,
方块,,Note Block,,,音符盒,,,,,,标准译名列表,,
方块,,Nylium,,,菌岩,,,,,,标准译名列表,,
方块,,Oak Button,,,橡木按钮,,,,,,标准译名列表,,
方块,,Oak Door,,,橡木门,,,,,,标准译名列表,,
方块,,Oak Fence,,,橡木栅栏,,,,,,标准译名列表,,
方块,,Oak Fence Gate,,,橡木栅栏门,,,,,,标准译名列表,,
方块,,Oak Leaves,,,橡树树叶,,,,,,标准译名列表,,
方块,,Oak Log,,,橡木原木,,,,,,标准译名列表,,
方块,,Oak Planks,,,橡木木板,,,,,,标准译名列表,,
方块,,Oak Pressure Plate,,,橡木压力板,,,,,,标准译名列表,,
方块,,Oak Sapling,,,橡树树苗,,,,,,标准译名列表,,
方块,,Oak Sign,,,橡木告示牌,,,,,,标准译名列表,,
方块,,Oak Slab,,,橡木台阶,,,,,,标准译名列表,,
方块,,Oak Stairs,,,橡木楼梯,,,,,,标准译名列表,,
方块,,Oak Trapdoor,,,橡木活板门,,,,,,标准译名列表,,
方块,,Oak Wall Sign,,,墙上的橡木告示牌,,,,,,标准译名列表,,
方块,,Oak Wood,,,橡木,,,,,,标准译名列表,,
方块,,Observer,,,侦测器,,,,,,标准译名列表,,
方块,,Obsidian,,,黑曜石,,,,,,标准译名列表,,
方块,,Ominous Banner,,,灾厄旗帜,,,,,,标准译名列表,,
方块,,Orange Tulip,,,橙色郁金香,,,,,,标准译名列表,,
方块,,Orange Wall Banner,,,墙上的橙色旗帜,,,,,,标准译名列表,,
方块,,Overworld Log,,,主世界原木,,,,,,标准译名列表,,
方块,,Overworld Planks,,,主世界木板,,,,,,标准译名列表,,
方块,,Overworld Stripped Log,,,主世界去皮原木,,,,,,标准译名列表,,
方块,,Overworld Stripped Wood,,,主世界去皮木头,,,,,,标准译名列表,,
方块,,Overworld Wood,,,主世界木头,,,,,,标准译名列表,,
方块,,Overworld Wood Fence,,,主世界木质栅栏,,,,,,标准译名列表,,
方块,,Overworld Wood Slab,,,主世界木质台阶,,,,,,标准译名列表,,
方块,,Oxeye Daisy,,,滨菊,,,,,,标准译名列表,,
方块,,Oxidized Copper,,,氧化的铜块,,,,,,标准译名列表,,
方块,,Oxidized Cut Copper,,,氧化的切制铜块,,,,,,标准译名列表,,
方块,,Oxidized Cut Copper Slab,,,氧化的切制铜台阶,,,,,,标准译名列表,,
方块,,Oxidized Cut Copper Stairs,,,氧化的切制铜楼梯,,,,,,标准译名列表,,
方块,,Packed Ice,,,浮冰,,,,,,标准译名列表,,
方块,,Peony,,,牡丹,,,,,,标准译名列表,,
方块,,Petrified Oak Slab,,,石化橡木台阶,,,,,,标准译名列表,,
方块,,Pink Tulip,,,粉红色郁金香,,,,,,标准译名列表,,
方块,,Pink Wall Banner,,,墙上的粉红色旗帜,,,,,,标准译名列表,,
方块,,Piston,,,活塞,,,,,,标准译名列表,,
方块,,Piston Head,,,活塞头,,,,,,标准译名列表,,
方块,,Plank,Wooden Planks,,木板,,,,,,标准译名列表,,
方块,,Player Head,,,玩家头颅,,,,,,标准译名列表,,
方块,,Player Wall Head,,,墙上的玩家头颅,,,,,,标准译名列表,,
方块,,Podzol,,,灰化土,,,,,,标准译名列表,,
方块,,Pointed Dripstone,,,滴水石锥,,,,,,标准译名列表,,
方块,,Polished Andesite,,,磨制安山岩,,,,,,标准译名列表,,
方块,,Polished Andesite Slab,,,磨制安山岩台阶,,,,,,标准译名列表,,
方块,,Polished Andesite Stairs,,,磨制安山岩楼梯,,,,,,标准译名列表,,
方块,,Polished Basalt,,,磨制玄武岩,,,,,,标准译名列表,,
方块,,Polished Blackstone,,,磨制黑石,,,,,,标准译名列表,,
方块,,Polished Blackstone Brick Slab,,,磨制黑石砖台阶,,,,,,标准译名列表,,
方块,,Polished Blackstone Brick Stairs,,,磨制黑石砖楼梯,,,,,,标准译名列表,,
方块,,Polished Blackstone Brick Wall,,,磨制黑石砖墙,,,,,,标准译名列表,,
方块,,Polished Blackstone Bricks,,,磨制黑石砖,,,,,,标准译名列表,,
方块,,Polished Blackstone Button,,,磨制黑石按钮,,,,,,标准译名列表,,
方块,,Polished Blackstone Pressure Plate,,,磨制黑石压力板,,,,,,标准译名列表,,
方块,,Polished Blackstone Slab,,,磨制黑石台阶,,,,,,标准译名列表,,
方块,,Polished Blackstone Stairs,,,磨制黑石楼梯,,,,,,标准译名列表,,
方块,,Polished Blackstone Wall,,,磨制黑石墙,,,,,,标准译名列表,,
方块,,Polished Deepslate,,,磨制深板岩,,,,,,标准译名列表,,
方块,,Polished Deepslate Slab,,,磨制深板岩台阶,,,,,,标准译名列表,,
方块,,Polished Deepslate Stairs,,,磨制深板岩楼梯,,,,,,标准译名列表,,
方块,,Polished Deepslate Wall,,,磨制深板岩墙,,,,,,标准译名列表,,
方块,,Polished Diorite,,,磨制闪长岩,,,,,,标准译名列表,,
方块,,Polished Diorite Slab,,,磨制闪长岩台阶,,,,,,标准译名列表,,
方块,,Polished Diorite Stairs,,,磨制闪长岩楼梯,,,,,,标准译名列表,,
方块,,Polished Granite,,,磨制花岗岩,,,,,,标准译名列表,,
方块,,Polished Granite Bell,,,磨制花岗岩钟,,,,,,标准译名列表,,
方块,,Polished Granite Slab,,,磨制花岗岩台阶,,,,,,标准译名列表,,
方块,,Polished Granite Stairs,,,磨制花岗岩楼梯,,,,,,标准译名列表,,
方块,,Poppy,,,虞美人,,,,,,标准译名列表,,
方块,,Potatoes,,,马铃薯,,,,,,标准译名列表,,
方块,,Potted Acacia Sapling,,,金合欢树苗盆栽,,,,,,标准译名列表,,
方块,,Potted Allium,,,绒球葱盆栽,,,,,,标准译名列表,,
方块,,Potted Azalea,,,杜鹃花丛盆栽,,,,,,标准译名列表,,
方块,,Potted Azure Bluet,,,蓝花美耳草盆栽,,,,,,标准译名列表,,
方块,,Potted Bamboo,,,竹子盆栽,,,,,,标准译名列表,,
方块,,Potted Birch Sapling,,,白桦树苗盆栽,,,,,,标准译名列表,,
方块,,Potted Blue Orchid,,,兰花盆栽,,,,,,标准译名列表,,
方块,,Potted Brown Mushroom,,,棕色蘑菇盆栽,,,,,,标准译名列表,,
方块,,Potted Cactus,,,仙人掌盆栽,,,,,,标准译名列表,,
方块,,Potted Cornflower,,,矢车菊盆栽,,,,,,标准译名列表,,
方块,,Potted Crimson Fungus,,,绯红菌盆栽,,,,,,标准译名列表,,
方块,,Potted Crimson Roots,,,绯红菌索盆栽,,,,,,标准译名列表,,
方块,,Potted Dandelion,,,蒲公英盆栽,,,,,,标准译名列表,,
方块,,Potted Dark Oak Sapling,,,深色橡树树苗盆栽,,,,,,标准译名列表,,
方块,,Potted Dead Bush,,,枯萎的灌木盆栽,,,,,,标准译名列表,,
方块,,Potted Fern,,,蕨盆栽,,,,,,标准译名列表,,
方块,,Potted Flowering Azalea,,,盛开的杜鹃花丛盆栽,,,,,,标准译名列表,,
方块,,Potted Jungle Sapling,,,丛林树苗盆栽,,,,,,标准译名列表,,
方块,,Potted Lily of The Valley,,,铃兰盆栽,,,,,,标准译名列表,,
方块,,Potted Oak Sapling,,,橡树树苗盆栽,,,,,,标准译名列表,,
方块,,Potted Orange Tulip,,,橙色郁金香盆栽,,,,,,标准译名列表,,
方块,,Potted Oxeye Daisy,,,滨菊盆栽,,,,,,标准译名列表,,
方块,,Potted Pink Tulip,,,粉红色郁金香盆栽,,,,,,标准译名列表,,
方块,,Potted Poppy,,,虞美人盆栽,,,,,,标准译名列表,,
方块,,Potted Red Mushroom,,,红色蘑菇盆栽,,,,,,标准译名列表,,
方块,,Potted Red Tulip,,,红色郁金香盆栽,,,,,,标准译名列表,,
方块,,Potted Spruce Sapling,,,云杉树苗盆栽,,,,,,标准译名列表,,
方块,,Potted Warped Fungus,,,诡异菌盆栽,,,,,,标准译名列表,,
方块,,Potted Warped Roots,,,诡异菌索盆栽,,,,,,标准译名列表,,
方块,,Potted White Tulip,,,白色郁金香盆栽,,,,,,标准译名列表,,
方块,,Potted Wither Rose,,,凋零玫瑰盆栽,,,,,,标准译名列表,,
方块,,Powder Snow,,,细雪,,,,,,标准译名列表,,
方块,,Powder Snow Cauldron,,,装有细雪的炼药锅,,,,,,标准译名列表,,
方块,,Powered Rail,,,动力铁轨,,,,,,标准译名列表,,
方块,,Powered Redstone Comparator,,,激活的红石比较器,,,,,,标准译名列表,,
方块,,Powered Redstone Repeater,,,激活的红石中继器,,,,,,标准译名列表,,
方块,,Pressure Plate,,,压力板,,,,,,标准译名列表,,
方块,,Prismarine,,,海晶石,,,,,,标准译名列表,,
方块,,Prismarine Brick Slab,,,海晶石砖台阶,,,,,,标准译名列表,,
方块,,Prismarine Brick Stairs,,,海晶石砖楼梯,,,,,,标准译名列表,,
方块,,Prismarine Bricks,,,海晶石砖,,,,,,标准译名列表,,
方块,,Prismarine Slab,,,海晶石台阶,,,,,,标准译名列表,,
方块,,Prismarine Stairs,,,海晶石楼梯,,,,,,标准译名列表,,
方块,,Prismarine Wall,,,海晶石墙,,,,,,标准译名列表,,
方块,,Pumpkin,,,南瓜,,,,,,标准译名列表,,
方块,,Pumpkin Stem,,,南瓜茎,,,,,,标准译名列表,,
方块,,Purple Wall Banner,,,墙上的紫色旗帜,,,,,,标准译名列表,,
方块,,Purpur Block,,,紫珀块,,,,,,标准译名列表,,
方块,,Purpur Pillar,,,紫珀柱,,,,,,标准译名列表,,
方块,,Purpur Slab,,,紫珀台阶,,,,,,标准译名列表,,
方块,,Purpur Stairs,,,紫珀楼梯,,,,,,标准译名列表,,
方块,,Quartz Bricks,,,石英砖,,,,,,标准译名列表,,
方块,,Quartz Pillar,,,石英柱,,,,,,标准译名列表,,
方块,,Quartz Slab,,,石英台阶,,,,,,标准译名列表,,
方块,,Quartz Stairs,,,石英楼梯,,,,,,标准译名列表,,
方块,,Rail,,,铁轨,,,,,,标准译名列表,,
方块,,Red Mushroom,,,红色蘑菇,,,,,,标准译名列表,,
方块,,Red Mushroom Block,,,红色蘑菇方块,,,,,,标准译名列表,,
方块,,Red Nether Brick Slab,,,红色下界砖台阶,,,,,,标准译名列表,,
方块,,Red Nether Brick Stairs,,,红色下界砖楼梯,,,,,,标准译名列表,,
方块,,Red Nether Brick Wall,,,红色下界砖墙,,,,,,标准译名列表,,
方块,,Red Nether Bricks,,,红色下界砖块,,,,,,标准译名列表,,
方块,,Red Sand,,,红沙,,,,,,标准译名列表,,
方块,,Red Sandstone,,,红砂岩,,,,,,标准译名列表,,
方块,,Red Sandstone Slab,,,红砂岩台阶,,,,,,标准译名列表,,
方块,,Red Sandstone Stairs,,,红砂岩楼梯,,,,,,标准译名列表,,
方块,,Red Sandstone Wall,,,红砂岩墙,,,,,,标准译名列表,,
方块,,Red Tulip,,,红色郁金香,,,,,,标准译名列表,,
方块,,Red Wall Banner,,,墙上的红色旗帜,,,,,,标准译名列表,,
方块,,Redstone Comparator,,,红石比较器,,,,,,标准译名列表,,
方块,,Redstone Lamp,,,红石灯,,,,,,标准译名列表,,
方块,,Redstone Ore,,,红石矿石,,,,,,标准译名列表,,
方块,,Redstone Repeater,,,红石中继器,,,,,,标准译名列表,,
方块,,Redstone Torch,,,红石火把,,,,,,标准译名列表,,
方块,,Redstone Wall Torch,,,墙上的红石火把,,,,,,标准译名列表,,
方块,,Redstone Wire,,,红石线,,,,,,标准译名列表,,
方块,,Repeating Command Block,,,循环型命令方块,,,,,,标准译名列表,,
方块,,Respawn Anchor,,,重生锚,,,,,,标准译名列表,,
方块,,Rooted Dirt,,,缠根泥土,,,,,,标准译名列表,,
方块,,Roots,,,菌索,,,,,,标准译名列表,,
方块,,Rose,,,玫瑰,,,,,,标准译名列表,,
方块,,Rose Bush,,,玫瑰丛,,,,,,标准译名列表,,
方块,,Sand,,,沙子,,,,,,标准译名列表,,
方块,,Sandstone,,,砂岩,,,,,,标准译名列表,,
方块,,Sandstone Slab,,,砂岩台阶,,,,,,标准译名列表,,
方块,,Sandstone Stairs,,,砂岩楼梯,,,,,,标准译名列表,,
方块,,Sandstone Wall,,,砂岩墙,,,,,,标准译名列表,,
方块,,Sapling,,,树苗,,,,,,标准译名列表,,
方块,,Scaffolding,,,脚手架,,,,,,标准译名列表,,
方块,,Sea Lantern,,,海晶灯,,,,,,标准译名列表,,
方块,,Sea Pickle,,,海泡菜,,,,,,标准译名列表,,
方块,,Seagrass,,,海草,,,,,,标准译名列表,,
方块,,Shroomlight,,,菌光体,,,,,,标准译名列表,,
方块,,Shulker Box,,,潜影盒,,,,,,标准译名列表,,
方块,,Sign,,,告示牌,,,,,,标准译名列表,,
方块,,Skeleton Skull,,,骷髅头颅,,,,,,标准译名列表,,
方块,,Skeleton Wall Skull,,,墙上的骷髅头颅,,,,,,标准译名列表,,
方块,,Slab,Slabs,,台阶,,,,,,标准译名列表,,
方块,,Slightly Damaged Anvil,,,轻微损坏的铁砧,,,,,,标准译名列表,,
方块,,Slime Block,,,黏液块,,,,,,标准译名列表,,
方块,,Small Amethyst Bud,,,小型紫晶芽,,,,,,标准译名列表,,
方块,,Small Dripleaf,,,小型垂滴叶,,,,,,标准译名列表,,
方块,,Smithing Table,,,锻造台,,,,,,标准译名列表,,
方块,,Smoker,,,烟熏炉,,,,,,标准译名列表,,
方块,,Smooth Basalt,,,平滑玄武岩,,,,,,标准译名列表,,
方块,,Smooth Quartz,Smooth Quartz Block,,平滑石英块,,,,,,标准译名列表,,
方块,,Smooth Quartz Slab,,,平滑石英台阶,,,,,,标准译名列表,,
方块,,Smooth Quartz Stairs,,,平滑石英楼梯,,,,,,标准译名列表,,
方块,,Smooth Red Sandstone,,,平滑红砂岩,,,,,,标准译名列表,,
方块,,Smooth Red Sandstone Slab,,,平滑红砂岩台阶,,,,,,标准译名列表,,
方块,,Smooth Red Sandstone Stairs,,,平滑红砂岩楼梯,,,,,,标准译名列表,,
方块,,Smooth Sandstone,,,平滑砂岩,,,,,,标准译名列表,,
方块,,Smooth Sandstone Slab,,,平滑砂岩台阶,,,,,,标准译名列表,,
方块,,Smooth Sandstone Stairs,,,平滑砂岩楼梯,,,,,,标准译名列表,,
方块,,Smooth Stone,,,平滑石头,,,,,,标准译名列表,,
方块,,Smooth Stone Slab,,,平滑石头台阶,,,,,,标准译名列表,,
方块,,Snow,,,雪,,,,,,标准译名列表,,
方块,,Snow Block,,,雪块,,,,,,标准译名列表,,
方块,,Soul Campfire,,,灵魂营火,,,,,,标准译名列表,,
方块,,Soul Fire,,,灵魂火,,,,,,标准译名列表,,
方块,,Soul Lantern,,,灵魂灯笼,,,,,,标准译名列表,,
方块,,Soul Sand,,,灵魂沙,,,,,,标准译名列表,,
方块,,Soul Soil,,,灵魂土,,,,,,标准译名列表,,
方块,,Soul Torch,,,灵魂火把,,,,,,标准译名列表,,
方块,,Soul Wall Torch,,,墙上的灵魂火把,,,,,,标准译名列表,,
方块,,Spawner,,,刷怪笼,,,,,,标准译名列表,,
方块,,Sponge,,,海绵,,,,,,标准译名列表,,
方块,,Spore Blossom,,,孢子花,,,,,,标准译名列表,,
方块,,Spruce Button,,,云杉木按钮,,,,,,标准译名列表,,
方块,,Spruce Door,,,云杉木门,,,,,,标准译名列表,,
方块,,Spruce Fence,,,云杉木栅栏,,,,,,标准译名列表,,
方块,,Spruce Fence Gate,,,云杉木栅栏门,,,,,,标准译名列表,,
方块,,Spruce Leaves,,,云杉树叶,,,,,,标准译名列表,,
方块,,Spruce Log,,,云杉原木,,,,,,标准译名列表,,
方块,,Spruce Planks,,,云杉木板,,,,,,标准译名列表,,
方块,,Spruce Pressure Plate,,,云杉木压力板,,,,,,标准译名列表,,
方块,,Spruce Sapling,,,云杉树苗,,,,,,标准译名列表,,
方块,,Spruce Sign,,,云杉木告示牌,,,,,,标准译名列表,,
方块,,Spruce Slab,,,云杉木台阶,,,,,,标准译名列表,,
方块,,Spruce Stairs,,,云杉木楼梯,,,,,,标准译名列表,,
方块,,Spruce Trapdoor,,,云杉木活板门,,,,,,标准译名列表,,
方块,,Spruce Wall Sign,,,墙上的云杉木告示牌,,,,,,标准译名列表,,
方块,,Spruce Wood,,,云杉木,,,,,,标准译名列表,,
方块,,Stained Glass,,,染色玻璃,,,,,,标准译名列表,,
方块,,Stained Glass Pane,,,染色玻璃板,,,,,,标准译名列表,,
方块,,Stairs,,,楼梯,,,,,,标准译名列表,,
方块,,Stem,,,菌柄,,,,,,标准译名列表,,
方块,,Sticky Piston,,,黏性活塞,,,,,,标准译名列表,,
方块,,Stone,,,石头,,,,,,标准译名列表,,
方块,,Stone Brick Slab,Stone Bricks Slab,,石砖台阶,,,,,,标准译名列表,,
方块,,Stone Brick Stairs,,,石砖楼梯,,,,,,标准译名列表,,
方块,,Stone Brick Wall,,,石砖墙,,,,,,标准译名列表,,
方块,,Stone Bricks,,,石砖,,,,,,标准译名列表,,
方块,,Stone Button,,,石头按钮,,,,,,标准译名列表,,
方块,,Stone Pressure Plate,,,石头压力板,,,,,,标准译名列表,,
方块,,Stone Slab,,,石头台阶,,,,,,标准译名列表,,
方块,,Stone Stairs,,,石头楼梯,,,,,,标准译名列表,,
方块,,Stone Tier Block,,,类圆石方块,,,,,,标准译名列表,,
方块,,Stonecutter,,,切石机,,,,,,标准译名列表,,
方块,,Stripped Acacia Log,,,去皮金合欢原木,,,,,,标准译名列表,,
方块,,Stripped Acacia Wood,,,去皮金合欢木,,,,,,标准译名列表,,
方块,,Stripped Birch Log,,,去皮白桦原木,,,,,,标准译名列表,,
方块,,Stripped Birch Wood,,,去皮白桦木,,,,,,标准译名列表,,
方块,,Stripped Crimson Hyphae,,,去皮绯红菌核,,,,,,标准译名列表,,
方块,,Stripped Crimson Stem,,,去皮绯红菌柄,,,,,,标准译名列表,,
方块,,Stripped Dark Oak Log,,,去皮深色橡木原木,,,,,,标准译名列表,,
方块,,Stripped Dark Oak Wood,,,去皮深色橡木,,,,,,标准译名列表,,
方块,,Stripped Hyphae,,,去皮菌核,,,,,,标准译名列表,,
方块,,Stripped Jungle Log,,,去皮丛林原木,,,,,,标准译名列表,,
方块,,Stripped Jungle Wood,,,去皮丛林木,,,,,,标准译名列表,,
方块,,Stripped Log,,,去皮原木,,,,,,标准译名列表,,
方块,,Stripped Oak Log,,,去皮橡木原木,,,,,,标准译名列表,,
方块,,Stripped Oak Wood,,,去皮橡木,,,,,,标准译名列表,,
方块,,Stripped Spruce Log,,,去皮云杉原木,,,,,,标准译名列表,,
方块,,Stripped Spruce Wood,,,去皮云杉木,,,,,,标准译名列表,,
方块,,Stripped Stem,,,去皮菌柄,,,,,,标准译名列表,,
方块,,Stripped Warped Hyphae,,,去皮诡异菌核,,,,,,标准译名列表,,
方块,,Stripped Warped Stem,,,去皮诡异菌柄,,,,,,标准译名列表,,
方块,,Stripped Wood,,,去皮木头,,,,,,标准译名列表,,
方块,,Structure Block,,,结构方块,,,,,,标准译名列表,,
方块,,Structure Void,,,结构空位,,,,,,标准译名列表,,
方块,,Sugar Cane,,,甘蔗,,,,,,标准译名列表,,
方块,,Sunflower,,,向日葵,,,,,,标准译名列表,,
方块,,Sweet Berry Bush,,,甜浆果丛,,,,,,标准译名列表,,
方块,,Tall Grass,,,高草丛,,,,,,标准译名列表,,
方块,,Tall Seagrass,,,高海草,,,,,,标准译名列表,,
方块,,Target,,,标靶,,,,,,标准译名列表,,
方块,,Terracotta,,,陶瓦,,,,,,标准译名列表,,
方块,,Tinted Glass,,,遮光玻璃,,,,,,标准译名列表,,
方块,,Tnt,,,TNT,,,,,,标准译名列表,,
方块,,Torch,,,火把,,,,,,标准译名列表,,
方块,,Trapdoor,,,活板门,,,,,,标准译名列表,,
方块,,Trapped Chest,,,陷阱箱,,,,,,标准译名列表,,
方块,,Tripwire,,,绊线,,,,,,标准译名列表,,
方块,,Tripwire Hook,,,绊线钩,,,,,,标准译名列表,,
方块,,Tube Coral,,,管珊瑚,,,,,,标准译名列表,,
方块,,Tube Coral Block,,,管珊瑚块,,,,,,标准译名列表,,
方块,,Tube Coral Fan,,,管珊瑚扇,,,,,,标准译名列表,,
方块,,Tube Coral Wall Fan,,,墙上的管珊瑚扇,,,,,,标准译名列表,,
方块,,Tuff,,,凝灰岩,,,,,,标准译名列表,,
方块,,Tulips,,,郁金香,,,,,,标准译名列表,,
方块,,Turtle Egg,,,海龟蛋,,,,,,标准译名列表,,
方块,,Twisting Vines,,,缠怨藤,,,,,,标准译名列表,,
方块,,Twisting Vines Plant,,,缠怨藤植株,,,,,,标准译名列表,,
方块,,Unlit Redstone Torch,,,熄灭的红石火把,,,,,,标准译名列表,,
方块,,Unpowered Redstone Comparator,,,未激活的红石比较器,,,,,,标准译名列表,,
方块,,Unpowered Redstone Repeater,,,未激活的红石中继器,,,,,,标准译名列表,,
方块,,Very Damaged Anvil,,,严重损坏的铁砧,,,,,,标准译名列表,,
方块,,Vines,,,藤蔓,,,,,,标准译名列表,,
方块,,Void Air,,,虚空空气,,,,,,标准译名列表,,
方块,,Wall,,,墙,,,,,,标准译名列表,,
方块,,Wall Banner,,,墙上的旗帜,,,,,,标准译名列表,,
方块,,Wall Torch,,,墙上的火把,,,,,,标准译名列表,,
方块,,Warped Button,,,诡异木按钮,,,,,,标准译名列表,,
方块,,Warped Door,,,诡异木门,,,,,,标准译名列表,,
方块,,Warped Fence,,,诡异木栅栏,,,,,,标准译名列表,,
方块,,Warped Fence Gate,,,诡异木栅栏门,,,,,,标准译名列表,,
方块,,Warped Fungus,,,诡异菌,,,,,,标准译名列表,,
方块,,Warped Hyphae,,,诡异菌核,,,,,,标准译名列表,,
方块,,Warped Nylium,,,诡异菌岩,,,,,,标准译名列表,,
方块,,Warped Planks,,,诡异木板,,,,,,标准译名列表,,
